iter	Logloss
832	0.500105737
833	0.5000347299
834	0.4999724912
835	0.4999002233
836	0.4998325402
837	0.4997850302
838	0.4997125903
839	0.4996406663
840	0.4995712638
841	0.4995174498
842	0.4994539503
843	0.4993932017
844	0.4993316507
845	0.4992867197
846	0.4992344529
847	0.4991095171
848	0.4990556457
849	0.4990052702
850	0.4989438912
851	0.498891911
852	0.4988379823
853	0.4987865179
854	0.4987223307
855	0.49868485
856	0.4986339014
857	0.498567823
858	0.498528451
859	0.4984485035
860	0.498394976
861	0.4983321642
862	0.4982796109
863	0.4982231606
864	0.4981638447
865	0.4980882528
866	0.4980267019
867	0.497966641
868	0.4978956912
869	0.4978449145
870	0.4977931063
871	0.4977223857
872	0.4976618664
873	0.4975983096
874	0.497550685
875	0.4974859247
876	0.4973451713
877	0.4973038508
878	0.4972461396
879	0.497186308
880	0.497128826
881	0.4970536353
882	0.4969806797
883	0.4969188422
884	0.496848007
885	0.496777573
886	0.4967132712
887	0.4966381377
888	0.4965737786
889	0.4965195633
890	0.496456637
891	0.496407465
892	0.4963355982
893	0.496270666
894	0.4962105478
895	0.4961561033
896	0.496110943
897	0.4960442342
898	0.4960084727
899	0.4959411908
900	0.4958877778
901	0.4958151661
902	0.4957517812
903	0.4957030677
904	0.4956442103
905	0.4955729167
906	0.4955378429
907	0.4954768651
908	0.4954171481
909	0.4953742802
910	0.4953053362
911	0.4952541584
912	0.4951992554
913	0.4951416016
914	0.4950826869
915	0.495038902
916	0.4949804458
917	0.4949187803
918	0.4948656539
919	0.4948171696
920	0.4947670234
921	0.4946454115
922	0.4945944056
923	0.4945374395
924	0.4944721061
925	0.494446202
926	0.49439703
927	0.4942673947
928	0.4942173631
929	0.4941598812
930	0.4940893899
931	0.4940253173
932	0.4939928798
933	0.4939155113
934	0.4938406644
935	0.4937773942
936	0.4937161871
937	0.4936713707
938	0.4936245484
939	0.4935637998
940	0.4934953143
941	0.4934427037
942	0.493382299
943	0.4933327832
944	0.4932823504
945	0.4932248111
946	0.4931739771
947	0.4931009069
948	0.4930531676
949	0.4929906424
950	0.4929355102
951	0.4928677698
952	0.4926431719
953	0.4925947449
954	0.4925297554
955	0.4924765717
956	0.4924354231
957	0.4923641294
958	0.4923093984
959	0.4922589656
960	0.4922127164
961	0.4921583865
962	0.4921029104
963	0.4920551139
964	0.4919864565
965	0.4919364822
966	0.4918873675
967	0.4918218622
968	0.4918022048
969	0.4917607697
970	0.491709993
971	0.491661738
972	0.491616807
973	0.4915658011
974	0.4915038489
975	0.4914792629
976	0.4914318103
977	0.4913817213
978	0.4913412031
979	0.4912936358
980	0.4912195913
981	0.491160562
982	0.491098266
983	0.4910440508
984	0.4909588881
985	0.4908951594
986	0.4908447266
987	0.4907871873
988	0.4907279288
989	0.4906819661
990	0.4906358889
991	0.4905860292
992	0.4905393789
993	0.4904840174
994	0.4904188559
995	0.4903605716
996	0.4903080757
997	0.4902415961
998	0.4901904755
999	0.4901289246
1000	0.4900700099
1001	0.4900382602
1002	0.4899936157
1003	0.4899627256
1004	0.4899157314
1005	0.4898619746
1006	0.489783861
1007	0.4897161206
1008	0.4896637966
1009	0.489606372
1010	0.4895580023
1011	0.4895197765
1012	0.4894637847
1013	0.4892819973
1014	0.4892315645
1015	0.4891741972
1016	0.4891433644
1017	0.4890954533
1018	0.4890370544
1019	0.4889777958
1020	0.4889278215
1021	0.4888873033
1022	0.4888588202
1023	0.4888176143
1024	0.4887343429
1025	0.4886889534
1026	0.4886622469
1027	0.4885959392
1028	0.4885603497
1029	0.4885125532
1030	0.4884493976
1031	0.4883967297
1032	0.4883505378
1033	0.4883112804
1034	0.4882666933
1035	0.4882237108
1036	0.4881813013
1037	0.4881309832
1038	0.4880753925
1039	0.4880234696
1040	0.4879610017
1041	0.4878776156
1042	0.4878274121
1043	0.4877733687
1044	0.4877090669
1045	0.4876552528
1046	0.4875762796
1047	0.4875211474
1048	0.4874944982
1049	0.4873762677
1050	0.4873153472
1051	0.4872767202
1052	0.4872258862
1053	0.4871823306
1054	0.487102727
1055	0.4870661059
1056	0.4870079936
1057	0.4869534918
1058	0.4868948636
1059	0.4868360063
1060	0.4867860893
1061	0.4867339945
1062	0.486682702
1063	0.4866290025
1064	0.4865862493
1065	0.4865299135
1066	0.4864736924
1067	0.486419076
1068	0.4863560923
1069	0.4863014185
1070	0.4862398676
1071	0.4861910395
1072	0.4861626137
1073	0.4861194593
1074	0.4860648428
1075	0.4860223188
1076	0.4859807691
1077	0.4859192754
1078	0.4858702181
1079	0.4858187537
1080	0.4857755419
1081	0.4857231606
1082	0.4856778857
1083	0.4856491161
1084	0.4855872212
1085	0.4855338083
1086	0.4854931182
1087	0.4854496772
1088	0.4853788421
1089	0.4852003214
1090	0.4851376816
1091	0.4850655856
1092	0.485009651
1093	0.4849711387
1094	0.4849107339
1095	0.4848622497
1096	0.4848198403
1097	0.4847778893
1098	0.4847559396
1099	0.4847040741
1100	0.4846610915
1101	0.4845939242
1102	0.4845437207
1103	0.4844800492
1104	0.4844156901
1105	0.4843566608
1106	0.4843137929
1107	0.4842698934
1108	0.4842125261
1109	0.4841504594
1110	0.4840986512
1111	0.4840251797
1112	0.4839690159
1113	0.4839207609
1114	0.4838663737
1115	0.4838156543
1116	0.4837529572
1117	0.4837116367
1118	0.4836427501
1119	0.4835932915
1120	0.483539764
1121	0.4834787861
1122	0.4834345428
1123	0.4833919042
1124	0.483339007
1125	0.4832936748
1126	0.4832368233
1127	0.4831872501
1128	0.4831289659
1129	0.4830501073
1130	0.4829913072
1131	0.4829458031
1132	0.4828873469
1133	0.482831355
1134	0.4827617806
1135	0.4827042987
1136	0.4826500834
1137	0.4826057255
1138	0.4825644623
1139	0.4825122529
1140	0.4824638832
1141	0.4824237089
1142	0.482381013
1143	0.4823365404
1144	0.4822909216
1145	0.4821979075
1146	0.4821498244
1147	0.4820999074
1148	0.4820552056
1149	0.4820102172
1150	0.4819507868
1151	0.4819186931
1152	0.4818643633
1153	0.4818309515
1154	0.4817890579
1155	0.4817386824
1156	0.481683321
1157	0.4816442355
1158	0.4816108238
1159	0.4815731138
1160	0.4815203886
1161	0.4814721336
1162	0.4814306984
1163	0.4813881744
1164	0.4813271393
1165	0.4812760761
1166	0.4812031204
1167	0.4811568139
1168	0.4810864946
1169	0.4809811588
1170	0.4809388067
1171	0.4808985177
1172	0.4808458498
1173	0.4808024662
1174	0.4807514029
1175	0.4807028041
1176	0.4806615122
1177	0.480620249
1178	0.4805721659
1179	0.4805231659
1180	0.4804832781
1181	0.4803130674
1182	0.4802133193
1183	0.4801806526
1184	0.4801640327
1185	0.4801177835
1186	0.4800781823
1187	0.4800203565
1188	0.4799760559
1189	0.4799418418
1190	0.479880864
1191	0.4798258464
1192	0.4797879358
1193	0.4797467585
1194	0.4797062977
1195	0.4796687883
1196	0.4796311929
1197	0.4795745133
1198	0.4795147103
1199	0.4794770003
1200	0.4794208652
1201	0.4793829833
1202	0.4793386826
1203	0.4792880493
1204	0.4792483907
1205	0.4790278045
1206	0.4789970864
1207	0.4789248471
1208	0.4788895155
1209	0.4788375353
1210	0.4787981633
1211	0.4787515703
1212	0.4786979854
1213	0.4786560918
1214	0.4786172643
1215	0.4785848555
1216	0.4785440794
1217	0.4784812963
1218	0.4784294308
1219	0.4783781383
1220	0.4783328061
1221	0.4782777312
1222	0.4782277568
1223	0.4782015089
1224	0.4781545433
1225	0.4781117614
1226	0.4780625321
1227	0.4780056519
1228	0.4779428401
1229	0.4778779366
1230	0.4778260424
1231	0.4777731452
1232	0.477726151
1233	0.4776810194
1234	0.4776386959
1235	0.477600069
1236	0.4775322426
1237	0.4774930999
1238	0.4774482835
1239	0.4774005729
1240	0.477350398
1241	0.4773120576
1242	0.4772664101
1243	0.4772465522
1244	0.4771971797
1245	0.4771545697
1246	0.4771327346
1247	0.4770902105
1248	0.47704889
1249	0.4770007496
1250	0.4769479671
1251	0.4769003425
1252	0.4768565576
1253	0.4768166126
1254	0.4767681856
1255	0.4767191856
1256	0.4766890978
1257	0.4766342521
1258	0.4765834182
1259	0.4765449631
1260	0.4765121245
1261	0.4764766496
1262	0.476451949
1263	0.4764172764
1264	0.4763730904
1265	0.4763031722
1266	0.4762333686
1267	0.4761871481
1268	0.4761272305
1269	0.4760816404
1270	0.476024531
1271	0.4758230576
1272	0.4757612202
1273	0.4757105295
1274	0.4756147644
1275	0.4755656498
1276	0.4755206041
1277	0.4754704005
1278	0.4754148098
1279	0.4753639185
1280	0.4753156062
1281	0.4752509605
1282	0.4752139956
1283	0.4751663136
1284	0.4750988884
1285	0.4750541006
1286	0.4750174796
1287	0.4749552409
1288	0.4749129461
1289	0.4748468677
1290	0.4747943144
1291	0.4747300985
1292	0.474680726
1293	0.4746408955
1294	0.4746030136
1295	0.4745573948
1296	0.474506217
1297	0.4744619164
1298	0.4744005373
1299	0.4743648619
1300	0.4743015056
1301	0.4742266301
1302	0.4741870576
1303	0.4741622137
1304	0.474114847
1305	0.4740758762
1306	0.4740407165
1307	0.4739997398
1308	0.4739389052
1309	0.4737736805
1310	0.4737296664
1311	0.4736693763
1312	0.4736181411
1313	0.4735710896
1314	0.4735321761
1315	0.4734596217
1316	0.473429362
1317	0.4733824251
1318	0.4733512198
1319	0.4733171776
1320	0.4732658565
1321	0.4732137617
1322	0.473192643
1323	0.473150033
1324	0.473116564
1325	0.473087737
1326	0.4730434364
1327	0.4729929176
1328	0.4729338024
1329	0.4728996742
1330	0.4728418198
1331	0.4728067461
1332	0.4727433612
1333	0.4726869109
1334	0.4726269359
1335	0.4725765318
1336	0.4725365581
1337	0.4725033756
1338	0.4724645767
1339	0.4724160065
1340	0.4723613614
1341	0.4723324771
1342	0.4722931051
1343	0.4722488332
1344	0.4722029565
1345	0.4721585126
1346	0.4721194272
1347	0.4720981079
1348	0.4720679914
1349	0.4720227739
1350	0.4719818259
1351	0.471939789
1352	0.4719019357
1353	0.4718554573
1354	0.4718068011
1355	0.4717617268
1356	0.4717119244
1357	0.4716616922
1358	0.4716089956
1359	0.471573664
1360	0.4715289049
1361	0.4714922838
1362	0.4714383551
1363	0.4714014474
1364	0.4713387503
1365	0.4712898935
1366	0.4712610666
1367	0.4712014068
1368	0.4711578512
1369	0.4711125477
1370	0.4710691067
1371	0.4710119113
1372	0.4709600458
1373	0.4709085814
1374	0.4708683784
1375	0.4708167134
1376	0.4707781725
1377	0.4707353046
1378	0.4707010045
1379	0.4706551565
1380	0.470619481
1381	0.4705772149
1382	0.4705395622
1383	0.4704828826
1384	0.4704491557
1385	0.4704286101
1386	0.4703728188
1387	0.4703288907
1388	0.4702921549
1389	0.470258514
1390	0.4702222941
1391	0.4701670186
1392	0.4701030892
1393	0.4700623418
1394	0.4700251476
1395	0.4700078114
1396	0.4699566049
1397	0.4699112153
1398	0.469886658
1399	0.4698442773
1400	0.4698021831
1401	0.4697585128
1402	0.4697189689
1403	0.4696795683
1404	0.4696438069
1405	0.4696014834
1406	0.4695522255
1407	0.4695293588
1408	0.4695020219
1409	0.469478009
1410	0.4694149967
1411	0.4693667989
1412	0.469340551
1413	0.4693031275
1414	0.4692769368
1415	0.4692353871
1416	0.469197104
1417	0.469143949
1418	0.4691214548
1419	0.4690766957
1420	0.469044029
1421	0.4690027658
1422	0.4689697266
1423	0.4689124452
1424	0.4688600925
1425	0.4688176831
1426	0.4687747006
1427	0.4687231216
1428	0.468674666
1429	0.4686182443
1430	0.4685819957
1431	0.4685372653
1432	0.468493681
1433	0.4683925575
1434	0.4683491738
1435	0.4683015492
1436	0.4682588532
1437	0.4682006263
1438	0.4681632028
1439	0.4681420841
1440	0.4680989583
1441	0.4680467489
1442	0.4680134231
1443	0.4679795243
1444	0.4679282318
1445	0.4678874844
1446	0.4678038691
1447	0.4677434357
1448	0.4676891345
1449	0.4676518257
1450	0.4676207063
1451	0.4675637402
1452	0.4675123904
1453	0.4674759986
1454	0.4674305517
1455	0.4673945037
1456	0.4673409189
1457	0.4673022346
1458	0.4672459562
1459	0.467188417
1460	0.4671405058
1461	0.4670977525
1462	0.4670529361
1463	0.4670101542
1464	0.4668674809
1465	0.4668252148
1466	0.466773951
1467	0.4667298796
1468	0.466678931
1469	0.4666516801
1470	0.4666046286
1471	0.4665602993
1472	0.466513563
1473	0.4664716694
1474	0.4664346185
1475	0.4663919798
1476	0.4662554387
1477	0.466236727
1478	0.4661764655
1479	0.4661390134
1480	0.4661142842
1481	0.4660723333
1482	0.4660207542
1483	0.4659865688
1484	0.4659356202
1485	0.4658813763
1486	0.4658320611
1487	0.4657442621
1488	0.4657048328
1489	0.4656880983
1490	0.4656469497
1491	0.4656022479
1492	0.4655678619
1493	0.4655185753
1494	0.4654672256
1495	0.4654168501
1496	0.4653861892
1497	0.4653300541
1498	0.4652836616
1499	0.4652368966
1
1499	0.4639857271
